Unnamed: 0,Make,Model,Variant,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Body_Type,Doors,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Rear_Track,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Seating_Capacity,Seats_Material,Type,Start_/_Stop_Button,Audiosystem,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,Central_Locking,Child_Safety_Locks,Distance_to_Empty,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Auto-Dimming_Rear-View_Mirror,Gear_Indicator,Engine_Immobilizer,Seat_Back_Pockets,ABS_(Anti-lock_Braking_System),Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Parking_Assistance,Key_Off_Reminder,Infotainment_Screen,Multifunction_Steering_Wheel,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,ESP_(Electronic_Stability_Program),Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,price,cluster
602,Renault,Lodgy,85 Ps Rxe 7 Seater,1461,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,50.0,Diesel,MUV,4,21.04,,5,174.0,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Torsion Beam with Anti roll bars,1478 ,Electro_Hydraulic_Steering,All_Power_Windows,1,Remote,83.84,200,7,Fabric,Manual,0,Not on offer,2 years /50000 Kms (years/distance whichever comes first),0,Internal_Boot_lid,207.0,1,1,1,0,1 years /30000 Kms (years/distance whichever comes first),0,Internal,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Yes,1,0,1,0,1,Driver frontal airbag,1,1,1,0,3,No_Parking_Assistance,0,No_Infotainment_Screen,0,1,Manual Adjustment,0,1,0,0,0,0,0,0,13498,2
603,Volkswagen,Vento,Trendline 1.6 (P),1598,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,55.0,Petrol,Sedan,5,16.09,,5,163.0,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,1500 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,103.56,153,5,Fabric,Manual,0,Not on offer,2 years / Unlimited Kms,0,Internal_Boot_lid,494.0,1,1,0,1,"2 years / 100,000 kms (whichever occurs first)",0,Push to Open,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,0,0,"Driver frontal airbag, Front passenger frontal airbag",1,0,1,1,2,Rear sensors,1,No_Infotainment_Screen,0,0,Manual Adjustment,0,0,0,0,0,0,0,0,12271,2
604,Volkswagen,Vento,Highline 1.6 (P),1598,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,55.0,Petrol,Sedan,4,16.09,,5,163.0,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,1500 ,Electric_Power_Steering,All_Power_Windows,1,Remote,103.56,153,5,Leather,Manual,0,CD Player with USB & Aux-in,2 years / Unlimited Kms,1,Remote_Internal_Boot_lid,494.0,1,1,1,1,"2 years / 100,000 kms (whichever occurs first)",1,Push to Open,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,0,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,1,2,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,0,Manual Adjustment,0,1,1,0,0,1,0,1,13998,2
605,Volkswagen,Vento,Comfortline 1.6 (P),1598,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,55.0,Petrol,Sedan,4,16.09,,5,163.0,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,1500 ,Electric_Power_Steering,All_Power_Windows,1,Remote,103.56,153,5,Fabric,Manual,0,CD Player with USB & Aux-in,2 years / Unlimited Kms,0,Remote_Internal_Boot_lid,494.0,1,1,1,1,"2 years / 100,000 kms (whichever occurs first)",1,Push to Open,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,0,1,"Driver frontal airbag, Front passenger frontal airbag",1,0,1,1,2,Rear sensors,1,No_Infotainment_Screen,0,0,Manual Adjustment,0,1,1,0,0,0,0,1,13998,2
606,Volkswagen,Vento,Highline 1.2 (P) Dsg,1197,4,2.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,55.0,Petrol,Sedan,4,18.19,,7,163.0,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,1500 ,Electric_Power_Steering,All_Power_Windows,1,Remote,103.56,175,5,Leather,Automatic,0,CD Player with USB & Aux-in,2 years / Unlimited Kms,1,Remote_Internal_Boot_lid,494.0,1,1,1,1,"2 years / 100,000 kms (whichever occurs first)",1,Push to Open,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,0,1,0,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,0,2,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,0,Manual Adjustment,0,1,1,0,0,1,0,1,16765,4
607,Volkswagen,Vento,Highline Plus 1.2 (P) Dsg,1197,4,2.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,55.0,Petrol,Sedan,4,18.19,,7,163.0,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,1500 ,Electric_Power_Steering,All_Power_Windows,1,Remote,103.56,175,5,Leather,Automatic,0,CD Player with USB & Aux-in,2 years / Unlimited Kms,1,Remote_Internal_Boot_lid,494.0,1,1,1,1,"2 years / 100,000 kms (whichever occurs first)",1,Push to Open,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,0,1,0,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,0,2,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,0,Manual Adjustment,0,1,1,0,0,1,0,1,20293,4
608,Volkswagen,Vento,Trendline 1.5 (D),1498,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,55.0,Diesel,Sedan,4,20.64,,5,163.0,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,1500 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,103.56,250,5,Fabric,Manual,0,Not on offer,2 years / Unlimited Kms,0,Internal_Boot_lid,494.0,1,1,0,1,"2 years / 100,000 kms (whichever occurs first)",0,Push to Open,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,0,0,"Driver frontal airbag, Front passenger frontal airbag",1,0,1,1,2,Rear sensors,1,No_Infotainment_Screen,0,0,Manual Adjustment,0,0,0,1,0,0,0,0,13419,2
609,Volkswagen,Vento,Comfortline 1.5 (D),1498,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,55.0,Diesel,Sedan,4,20.64,,5,163.0,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,1500 ,Electric_Power_Steering,All_Power_Windows,1,Remote,103.56,250,5,Fabric,Manual,0,CD Player with USB & Aux-in,2 years / Unlimited Kms,0,Remote_Internal_Boot_lid,494.0,1,1,1,1,"2 years / 100,000 kms (whichever occurs first)",1,Push to Open,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,0,1,"Front passenger frontal airbag, Driver frontal airbag",1,0,1,1,2,Rear sensors,1,No_Infotainment_Screen,0,0,Manual Adjustment,0,1,1,1,0,0,0,1,13998,2
610,Volkswagen,Vento,Highline 1.5 (D),1498,4,4.0,FWD (Front Wheel Drive),"Front, Longitudinal",Injection,55.0,Diesel,Sedan,4,20.64,,5,163.0,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,1500 ,Electric_Power_Steering,All_Power_Windows,1,Remote,103.56,250,5,Leather,Manual,0,CD Player with USB & Aux-in,2 years / Unlimited Kms,1,Remote_Internal_Boot_lid,494.0,1,1,1,1,"2 years / 100,000 kms (whichever occurs first)",1,Push to Open,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,0,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,1,2,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,0,Manual Adjustment,0,1,1,1,0,1,0,1,16947,4
611,Volkswagen,Vento,Highline 1.5 (D) Dsg,1498,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,55.0,Diesel,Sedan,4,21.5,,7,163.0,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,1500 ,Electric_Power_Steering,All_Power_Windows,1,Remote,103.56,250,5,Leather,Automatic,0,CD Player with USB & Aux-in,2 years / Unlimited Kms,1,Remote_Internal_Boot_lid,494.0,1,1,1,1,"2 years / 100,000 kms (whichever occurs first)",1,Push to Open,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,0,1,0,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,0,2,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,0,Manual Adjustment,0,1,1,1,0,1,0,1,18711,4
612,Volkswagen,Vento,Highline Plus 1.5 (D) Dsg,1498,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,55.0,Diesel,Sedan,4,20.64,,5,163.0,Ventilated Disc,Drum,Mc Pherson Strut with stabiliser bar,Semi-independent trailing arm,1500 ,Electric_Power_Steering,All_Power_Windows,1,Remote,103.56,250,5,Leather,Automatic,0,CD Player with USB & Aux-in,2 years / Unlimited Kms,1,Remote_Internal_Boot_lid,494.0,1,1,1,1,"2 years / 100,000 kms (whichever occurs first)",1,Push to Open,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,1,2,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,0,Manual Adjustment,0,1,0,0,0,1,0,1,18445,4
613,Volkswagen,Vento,Gt Line (D),1498,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,45.0,Diesel,Hatchback,5,19.91,,5,165.0,Ventilated Disc,Drum,MacPherson Strut with Staboilizer Bar,Semi-independent trailing arm,1456 ,Electric_Power_Steering,All_Power_Windows,1,Remote,108.5,250,5,Fabric,Manual,0,CD/MP3/DVD Player with USB & Aux-in,2 years / Unlimited Kms,1,Remote_Internal_Boot_lid,250.0,1,1,1,1,2 years /100000 Kms (years/distance whichever comes first),1,Push to Open,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,0,1,0,1,"Driver frontal airbag, Front passenger frontal airbag",1,0,1,0,2,Rear sensors,1,No_Infotainment_Screen,1,0,Manual Adjustment,0,0,0,1,0,0,0,1,20293,4
614,Volkswagen,Vento,Gt Line (P) Dsg,1197,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,45.0,Petrol,Hatchback,5,17.21,,7,165.0,Ventilated Disc,Drum,MacPherson Strut with Staboilizer Bar,Semi-independent trailing arm,1456 ,Electric_Power_Steering,All_Power_Windows,1,Remote,103.56,175,5,Fabric,Automatic,0,CD/MP3/DVD Player with USB & Aux-in,2 years / Unlimited Kms,1,Remote_Internal_Boot_lid,280.0,1,1,1,1,"2 years / 100,000 kms (whichever occurs first)",1,Push to Open,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,0,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,1,2,Rear sensors,1,No_Infotainment_Screen,1,0,Manual Adjustment,0,0,1,0,0,0,0,1,18445,4
615,Mahindra,E2O Plus,P4,1197,4,3.977853492333901,RWD (Rear Wheel Drive),"Front, Transverse",Injection,45.0,Electric,Hatchback,4,3.977853492333897,,5,170.0,Ventilated Disc,Drum,Mac Pherson Strut type independent suspension with coaxial spring.,Twin Pivot Trailing Arm with Coaxial spring Damper,1540 ,Electric_Power_Steering,All_Power_Windows,1,Remote,24.66,70,4,Vinyl,Automatic,0,CD/MP3/DVD Player with USB & Aux-in,3 years 60000 kms,0,With Remote,135.0,0,1,1,0,"3rd/4th year/up to 80,000 Kms (whichever comes first)",0,Internal,Digital,Automatic,Analog,1,0,Driver Only,Not Applicable,0,0,1,1,0,Driver frontal airbag,1,0,1,0,3,Rear sensors,0,Yes,0,0,Manual Adjustment,1,0,0,0,1,0,0,0,12339,2
616,Mahindra,E2O Plus,P6,1197,4,3.977853492333901,RWD (Rear Wheel Drive),"Front, Transverse",Injection,45.0,Electric,Hatchback,4,3.977853492333897,,5,170.0,Ventilated Disc,Drum,Mac Pherson Strut type independent suspension with coaxial spring.,Twin Pivot Trailing Arm with Coaxial spring Damper,1540 ,Electric_Power_Steering,All_Power_Windows,1,Remote,24.66,70,4,Fabric,Automatic,0,CD/MP3/DVD Player with USB & Aux-in,3 years 60000 kms,1,With Remote,135.0,0,1,1,0,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Digital,Automatic,Analog,1,0,Driver Only,Not Applicable,0,0,1,1,0,Driver frontal airbag,1,0,1,0,3,Rear sensors with camera,0,Yes,0,0,Manual Adjustment,1,0,0,0,1,0,0,0,13400,2
617,Tata,Tigor Ev,Xm+,1197,4,3.977853492333901,FWD (Front Wheel Drive),"Front, Transverse",Injection,35.0,Electric,Sedan,5,3.977853492333897,,5,165.0,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Semi-Independent; Twist beam with dual path strut,1540 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,40.44,105,5,Fabric,Automatic,0,USB & Aux-in,2 years / Unlimited Kms,1,Manual,255.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,,1,0,0,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,0,0,0,2,Rear sensors,0,No_Infotainment_Screen,1,0,Manual Adjustment,0,0,0,0,0,0,0,0,13452,2
618,Tata,Tigor Ev,Xt+,1197,4,3.977853492333901,FWD (Front Wheel Drive),"Front, Transverse",Injection,35.0,Electric,Sedan,5,3.977853492333897,,5,165.0,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Semi-Independent; Twist beam with dual path strut,1540 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,40.44,105,5,Fabric,Automatic,0,USB & Aux-in,2 years / Unlimited Kms,1,Manual,255.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,,1,0,0,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,0,0,0,2,Rear sensors,0,No_Infotainment_Screen,1,0,Manual Adjustment,0,0,0,0,0,0,0,0,13662,2
619,Tata,Tigor Ev,Xe+,1197,4,3.977853492333901,FWD (Front Wheel Drive),"Front, Transverse",Injection,35.0,Electric,Sedan,5,3.977853492333897,,5,165.0,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Semi-Independent; Twist beam with dual path strut,1540 ,Electric_Power_Steering,Front_Power_Windows,1,Smart Key,40.44,105,5,Fabric,Automatic,0,Not on offer,2 years / Unlimited Kms,1,Manual,255.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,,1,0,0,1,1,Driver frontal airbag,1,0,0,0,1,Rear sensors,0,No_Infotainment_Screen,1,0,Manual Adjustment,0,0,0,0,0,0,0,0,13218,2
620,Honda,Brv,E Petrol,1497,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,42.0,Petrol,SUV,5,15.4,,7,210.0,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,1540 ,Electric_Power_Steering,Front_Power_Windows,1,Remote,117.37,145,7,Fabric,Manual,0,Not on offer,3 years / Unlimited Kms,0,Remote_Internal_Boot_lid,223.0,1,1,0,1,3 Years/Unlimited km Warranty*,0,"Internal, With Remote",Digital,Manual,Analog,1,0,Driver_Front_sun_Visor,,0,0,1,0,0,"Driver frontal airbag, Front passenger frontal airbag",1,0,0,0,2,No_Parking_Assistance,1,No_Infotainment_Screen,0,0,Manual Adjustment,0,0,0,0,0,0,0,0,13340,2
621,Honda,Brv,S Petrol,1497,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,42.0,Petrol,SUV,5,15.4,,7,210.0,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,1540 ,Electric_Power_Steering,All_Power_Windows,1,Remote,117.37,145,7,Fabric,Manual,0,CD Player with USB & Aux-in,3 years / Unlimited Kms,1,Remote_Internal_Boot_lid,223.0,1,1,0,0,3 Years/Unlimited km Warranty*,1,"With Remote, Internal",Digital,Manual,Analog,1,0,Driver_Front_sun_Visor,,0,0,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,0,0,2,Rear sensors,1,No_Infotainment_Screen,1,0,Manual Adjustment,0,1,0,0,0,0,0,0,14740,2
622,Honda,Brv,V Petrol,1497,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,42.0,Petrol,SUV,5,15.4,,7,210.0,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,1540 ,Electric_Power_Steering,All_Power_Windows,1,Remote,117.37,145,7,Leather,Manual,1,CD Player with USB & Aux-in,3 years / Unlimited Kms,1,Remote_Internal_Boot_lid,223.0,1,1,0,1,3 Years/Unlimited km Warranty*,1,"Internal, With Remote",Digital,Manual,Analog,1,0,Driver_Front_sun_Visor,,0,0,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,0,0,2,"Rear sensors, Front sensors",1,No_Infotainment_Screen,1,0,Manual Adjustment,0,1,0,0,0,0,0,0,16350,4
623,Honda,Brv,Vx Petrol,1497,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,42.0,Petrol,SUV,5,15.4,,7,210.0,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,1540 ,Electric_Power_Steering,All_Power_Windows,1,Remote,117.37,145,7,Leather,Manual,1,CD Player with USB & Aux-in,3 years / Unlimited Kms,1,Remote_Internal_Boot_lid,223.0,1,1,0,1,3 Years/Unlimited km Warranty*,1,"Internal, With Remote",Digital,Manual,Analog,1,0,Driver_Front_sun_Visor,,0,0,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,0,0,2,Front and rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,0,Manual Adjustment,1,1,0,0,0,0,0,0,17806,4
624,Honda,Brv,V Cvt Petrol,1497,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,42.0,Petrol,SUV,5,16.0,,7,210.0,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,1540 ,Electric_Power_Steering,All_Power_Windows,1,Remote,117.37,145,7,Leather,Automatic,1,CD Player with USB & Aux-in,3 years / Unlimited Kms,1,Remote_Internal_Boot_lid,223.0,1,1,0,1,3 Years/Unlimited km Warranty*,1,"Internal, With Remote",Digital,Manual,Analog,1,0,Driver_Front_sun_Visor,,0,0,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,0,0,2,"Front sensors, Rear sensors",1,No_Infotainment_Screen,1,0,Manual Adjustment,0,1,0,0,0,0,1,0,18002,4
625,Honda,Brv,S Diesel,1498,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,42.0,Diesel,SUV,5,21.9,,7,210.0,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,1540 ,Electric_Power_Steering,All_Power_Windows,1,Remote,98.63,200,7,Fabric,Manual,0,CD Player with USB & Aux-in,3 years / Unlimited Kms,1,Remote_Internal_Boot_lid,223.0,1,1,0,1,3 Years/Unlimited km Warranty*,1,"Internal, With Remote",Digital,Manual,Analog,1,0,Driver_Front_sun_Visor,,0,0,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,0,0,2,Rear sensors,1,No_Infotainment_Screen,1,0,Manual Adjustment,0,1,0,1,0,0,0,0,16630,4
626,Honda,Brv,V Diesel,1498,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,42.0,Diesel,SUV,5,21.9,,7,210.0,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,1540 ,Electric_Power_Steering,All_Power_Windows,1,Remote,98.63,200,7,Leather,Manual,1,CD Player with USB & Aux-in,3 years / Unlimited Kms,1,Remote_Internal_Boot_lid,223.0,1,1,1,1,3 Years/Unlimited km Warranty*,1,"Internal, With Remote",Digital,Manual,Analog,1,0,Driver_Front_sun_Visor,,0,0,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,0,0,2,"Front sensors, Rear sensors",1,No_Infotainment_Screen,1,0,Manual Adjustment,0,1,0,1,0,0,0,0,17834,4
627,Honda,Brv,Vx Diesel,1498,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,42.0,Diesel,SUV,5,21.9,,7,210.0,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,1540 ,Electric_Power_Steering,All_Power_Windows,1,Remote,98.63,200,7,Leather,Manual,1,CD Player with USB & Aux-in,3 years / Unlimited Kms,1,Remote_Internal_Boot_lid,223.0,1,1,0,1,3 Years/Unlimited km Warranty*,1,"Internal, With Remote",Digital,Manual,Analog,1,0,Driver_Front_sun_Visor,,0,0,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,0,0,2,Front and rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,0,Manual Adjustment,1,1,0,1,0,0,0,0,19360,4
628,Mahindra,Thar,Crde,2498,4,4.0,4WD,"Front, Transverse",Injection,60.0,Diesel,SUV,3,13.0,,5,200.0,Ventilated Disc,Drum,Independent Suspension with Torsion Bar And Stabilizer Bar,Semi-Elliptical Leaf Spring with Shock Absorbers,1346 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,103.56,247,6,Fabric,Manual,0,CD Player with USB & Aux-in,1 Year /Unlimited KMs,0,Manual,600.0,0,0,0,0,1 Year /Unlimited KMs,0,Internal,Analog,Manual,Analog,1,1,Driver_Front_sun_Visor,,1,0,1,0,0,Driver frontal airbag,0,0,0,0,3,No_Parking_Assistance,0,No_Infotainment_Screen,0,0,Manual Adjustment,0,0,0,1,0,0,0,0,13438,2
629,Mahindra,Thar,700 Special Edition,2498,4,4.0,4WD,"Front, Transverse",Injection,60.0,Diesel,SUV,3,13.0,,5,200.0,Ventilated Disc,Drum,Independent Suspension with Torsion Bar And Stabilizer Bar,Semi-Elliptical Leaf Spring with Shock Absorbers,1346 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,103.56,247,6,Leather,Manual,0,CD Player with USB & Aux-in,1 Year /Unlimited KMs,0,Manual,600.0,0,0,0,1,1 Year /Unlimited KMs,1,Internal,Analog,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,,1,0,1,0,1,Driver frontal airbag,0,0,0,0,3,No_Parking_Assistance,0,No_Infotainment_Screen,0,0,Manual Adjustment,0,0,0,1,0,0,0,1,13988,2
630,Mahindra,Thar,Crde Abs,2498,4,4.0,4WD,"Front, Transverse",Injection,60.0,Diesel,SUV,3,13.0,,5,200.0,Ventilated Disc,Drum,IFS With Torsion Bar And Stablizer Bar,Semi-elliptical Leaf Spring,1346 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,103.56,247,6,Fabric,Manual,0,CD Player with USB & Aux-in,1 Year /Unlimited KMs,0,Manual,600.0,0,0,0,1,1 Year /Unlimited KMs,0,Internal,Analog,Manual,Analog,1,1,Driver_Front_sun_Visor,,1,0,1,0,1,Driver frontal airbag,0,0,0,0,3,No_Parking_Assistance,0,No_Infotainment_Screen,0,0,Manual Adjustment,0,0,0,1,0,0,0,0,13648,2
631,Force,Gurkha,Xpedition 5 Door,2596,4,4.0,RWD (Rear Wheel Drive),"Front, Longitudinal",Injection,63.0,Diesel,SUV,5,17.0,,6,190.0,Ventilated Disc,Drum,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar","Multi Link with Pan Hard Rod and Coil Springs, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",1480 ,Electric_Power_Steering,Front_Power_Windows,1,Smart Key,83.84,230,7,Fabric,Manual,0,Not on offer,"3 Years/1,00,000 Kms (Whichever comes earlier)",0,Manual,350.0,0,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",0,Manual,Analog,Manual,Analog + Digital,0,1,Driver_Front_sun_Visor,Not Applicable,1,0,0,0,0,Driver frontal airbag,0,0,0,0,3,No_Parking_Assistance,0,No_Infotainment_Screen,0,0,Manual Adjustment,0,0,0,1,0,0,0,0,13986,2
632,Force,Gurkha,Xplorer 3 Door,2596,4,4.0,4WD,"Front, Longitudinal",Injection,63.0,Diesel,SUV,3,17.0,,6,205.0,Ventilated Disc,Drum,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar","Multi Link with Pan Hard Rod and Coil Springs, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",1480 ,Electric_Power_Steering,Front_Power_Windows,1,Smart Key,83.84,230,5,Fabric,Manual,0,Not on offer,"3 Years/1,00,000 Kms (Whichever comes earlier)",0,Manual,350.0,0,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",0,Manual,Analog,Manual,Analog + Digital,0,1,Driver_Front_sun_Visor,Not Applicable,1,0,0,0,0,Driver frontal airbag,0,0,0,0,3,No_Parking_Assistance,0,No_Infotainment_Screen,0,0,Manual Adjustment,0,0,0,1,0,0,0,0,15050,2
633,Force,Gurkha,Xtreme,2149,4,4.0,AWD (All Wheel Drive),"Front, Longitudinal",Injection,63.0,Diesel,SUV,3,3.977853492333897,,5,190.0,Solid Disc,Drum,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar","Multi Link with Pan Hard Rod and Coil Springs, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",1540 ,Hydraulic_Power_Steering,All_Power_Windows,1,Smart Key,138.08,321,5,Fabric,Manual,0,Not on offer,2 years / Unlimited Kms,0,Manual,350.0,0,0,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",0,Manual,Yes,Manual,Digital,1,0,Driver Only,Not Applicable,1,0,1,1,0,Driver frontal airbag,0,0,0,0,3,No_Parking_Assistance,1,No_Infotainment_Screen,0,0,Manual Adjustment,0,0,0,1,0,0,0,0,18186,4
